Lieu	N° région, département	Série	Unité	2006	2007	2008
MOSELLE	57	ES17Moyenne du revenu disponible des ménages	Euros	31537.0	32335.0	33704.0
MOSELLE	57	ES17Médiane du revenu disponible des ménages	Euros	26618.0	27261.0	28202.0
MOSELLE	57	ES17Premier décile du revenu disponible des ménages	Euros	11926.0	12493.0	12875.0
MOSELLE	57	ES17Neuvième décile du revenu disponible des ménages	Euros	54883.0	56023.0	58304.0
MOSELLE	57	ES17Moyenne du niveau de vie des individus	Euros	19415.0	20064.0	21145.0
MOSELLE	57	ES17Médiane du niveau de vie des individus	Euros	16999.0	17579.0	18498.0
MOSELLE	57	ES17Premier décile du niveau de vie des individus	Euros	9464.0	9838.0	10489.0
MOSELLE	57	ES17Neuvième décile du niveau de vie des individus	Euros	30916.0	31776.0	33286.0
MOSELLE	57	ES17Taux de pauvreté à 60%	%	14.2	14.1	13.2
MOSELLE	57	ES17Taux de pauvreté à 50%	%	8.1	7.7	7.2
MOSELLE	57	ES17Taux de pauvreté à 40%	%	3.9	3.5	3.1
NIEVRE	58	ES17Moyenne du revenu disponible des ménages	Euros	28136.0	28631.0	29528.0
NIEVRE	58	ES17Médiane du revenu disponible des ménages	Euros	23872.0	24427.0	24959.0
NIEVRE	58	ES17Premier décile du revenu disponible des ménages	Euros	11372.0	11764.0	11954.0
NIEVRE	58	ES17Neuvième décile du revenu disponible des ménages	Euros	48152.0	48656.0	50198.0
NIEVRE	58	ES17Moyenne du niveau de vie des individus	Euros	18759.0	19157.0	19974.0
NIEVRE	58	ES17Médiane du niveau de vie des individus	Euros	16572.0	17008.0	17798.0
NIEVRE	58	ES17Premier décile du niveau de vie des individus	Euros	9553.0	9735.0	10139.0
NIEVRE	58	ES17Neuvième décile du niveau de vie des individus	Euros	29115.0	29541.0	30427.0
NIEVRE	58	ES17Taux de pauvreté à 60%	%	14.3	14.7	14.7
NIEVRE	58	ES17Taux de pauvreté à 50%	%	7.6	7.9	8.0
NIEVRE	58	ES17Taux de pauvreté à 40%	%	3.2	3.2	3.4
NORD	59	ES17Moyenne du revenu disponible des ménages	Euros	31241.0	31865.0	33068.0
NORD	59	ES17Médiane du revenu disponible des ménages	Euros	26037.0	26540.0	27311.0
NORD	59	ES17Premier décile du revenu disponible des ménages	Euros	11874.0	12287.0	12490.0
NORD	59	ES17Neuvième décile du revenu disponible des ménages	Euros	54436.0	55168.0	57157.0
NORD	59	ES17Moyenne du niveau de vie des individus	Euros	18859.0	19355.0	20335.0
NORD	59	ES17Médiane du niveau de vie des individus	Euros	16187.0	16626.0	17584.0
NORD	59	ES17Premier décile du niveau de vie des individus	Euros	8943.0	9183.0	9629.0
NORD	59	ES17Neuvième décile du niveau de vie des individus	Euros	30299.0	31003.0	32266.0
NORD	59	ES17Taux de pauvreté à 60%	%	17.5	17.9	17.2
NORD	59	ES17Taux de pauvreté à 50%	%	9.4	9.6	9.5
NORD	59	ES17Taux de pauvreté à 40%	%	3.1	3.2	3.3
NORD-PAS-DE-CALAIS	31	ES17Moyenne du revenu disponible des ménages	Euros	30674.0	31286.0	32450.0
NORD-PAS-DE-CALAIS	31	ES17Médiane du revenu disponible des ménages	Euros	25714.0	26248.0	27022.0
NORD-PAS-DE-CALAIS	31	ES17Premier décile du revenu disponible des ménages	Euros	11798.0	12228.0	12430.0
NORD-PAS-DE-CALAIS	31	ES17Neuvième décile du revenu disponible des ménages	Euros	53143.0	53830.0	55780.0
NORD-PAS-DE-CALAIS	31	ES17Moyenne du niveau de vie des individus	Euros	18449.0	18932.0	19888.0
NORD-PAS-DE-CALAIS	31	ES17Médiane du niveau de vie des individus	Euros	15872.0	16297.0	17276.0
NORD-PAS-DE-CALAIS	31	ES17Premier décile du niveau de vie des individus	Euros	8905.0	9143.0	9576.0
NORD-PAS-DE-CALAIS	31	ES17Neuvième décile du niveau de vie des individus	Euros	29406.0	30093.0	31267.0
NORD-PAS-DE-CALAIS	31	ES17Taux de pauvreté à 60%	%	18.0	18.5	17.7
NORD-PAS-DE-CALAIS	31	ES17Taux de pauvreté à 50%	%	9.6	9.8	9.7
NORD-PAS-DE-CALAIS	31	ES17Taux de pauvreté à 40%	%	3.2	3.2	3.3
OISE	60	ES17Moyenne du revenu disponible des ménages	Euros	34712.0	35470.0	36987.0
OISE	60	ES17Médiane du revenu disponible des ménages	Euros	30168.0	30793.0	31937.0
OISE	60	ES17Premier décile du revenu disponible des ménages	Euros	13781.0	14127.0	14471.0
OISE	60	ES17Neuvième décile du revenu disponible des ménages	Euros	58578.0	59611.0	62309.0
OISE	60	ES17Moyenne du niveau de vie des individus	Euros	20521.0	21116.0	22181.0
OISE	60	ES17Médiane du niveau de vie des individus	Euros	18084.0	18699.0	19552.0
OISE	60	ES17Premier décile du niveau de vie des individus	Euros	10245.0	10561.0	11108.0
OISE	60	ES17Neuvième décile du niveau de vie des individus	Euros	32077.0	32793.0	34491.0
OISE	60	ES17Taux de pauvreté à 60%	%	11.1	11.2	10.9
OISE	60	ES17Taux de pauvreté à 50%	%	5.6	5.6	5.8
OISE	60	ES17Taux de pauvreté à 40%	%	2.0	2.0	2.1
ORNE	61	ES17Moyenne du revenu disponible des ménages	Euros	29197.0	29624.0	30862.0
ORNE	61	ES17Médiane du revenu disponible des ménages	Euros	24958.0	25492.0	26273.0
ORNE	61	ES17Premier décile du revenu disponible des ménages	Euros	11450.0	11894.0	12241.0
ORNE	61	ES17Neuvième décile du revenu disponible des ménages	Euros	49688.0	50165.0	52149.0
ORNE	61	ES17Moyenne du niveau de vie des individus	Euros	18572.0	18922.0	19931.0
ORNE	61	ES17Médiane du niveau de vie des individus	Euros	16341.0	16742.0	17729.0
ORNE	61	ES17Premier décile du niveau de vie des individus	Euros	9595.0	9791.0	10358.0
ORNE	61	ES17Neuvième décile du niveau de vie des individus	Euros	28563.0	29022.0	30085.0
ORNE	61	ES17Taux de pauvreté à 60%	%	14.3	14.6	13.8
ORNE	61	ES17Taux de pauvreté à 50%	%	7.3	7.6	7.4
ORNE	61	ES17Taux de pauvreté à 40%	%	3.0	3.0	3.0
PARIS	75	ES17Moyenne du revenu disponible des ménages	Euros	40715.0	43003.0	45772.0
PARIS	75	ES17Médiane du revenu disponible des ménages	Euros	27765.0	28959.0	30074.0
PARIS	75	ES17Premier décile du revenu disponible des ménages	Euros	11450.0	12052.0	12240.0
PARIS	75	ES17Neuvième décile du revenu disponible des ménages	Euros	77548.0	80796.0	86650.0
PARIS	75	ES17Moyenne du niveau de vie des individus	Euros	29298.0	31027.0	33117.0
PARIS	75	ES17Médiane du niveau de vie des individus	Euros	21949.0	23079.0	23951.0
PARIS	75	ES17Premier décile du niveau de vie des individus	Euros	9062.0	9538.0	10039.0
PARIS	75	ES17Neuvième décile du niveau de vie des individus	Euros	52330.0	55112.0	58981.0
PARIS	75	ES17Taux de pauvreté à 60%	%	14.5	13.9	13.9
PARIS	75	ES17Taux de pauvreté à 50%	%	9.3	8.8	8.8
PARIS	75	ES17Taux de pauvreté à 40%	%	4.1	3.7	4.0
PAS-DE-CALAIS	62	ES17Moyenne du revenu disponible des ménages	Euros	29679.0	30274.0	31372.0
PAS-DE-CALAIS	62	ES17Médiane du revenu disponible des ménages	Euros	25194.0	25759.0	26545.0
PAS-DE-CALAIS	62	ES17Premier décile du revenu disponible des ménages	Euros	11678.0	12126.0	12336.0
PAS-DE-CALAIS	62	ES17Neuvième décile du revenu disponible des ménages	Euros	50812.0	51477.0	53366.0
PAS-DE-CALAIS	62	ES17Moyenne du niveau de vie des individus	Euros	17737.0	18199.0	19114.0
PAS-DE-CALAIS	62	ES17Médiane du niveau de vie des individus	Euros	15339.0	15756.0	16769.0
PAS-DE-CALAIS	62	ES17Premier décile du niveau de vie des individus	Euros	8845.0	9079.0	9491.0
PAS-DE-CALAIS	62	ES17Neuvième décile du niveau de vie des individus	Euros	27817.0	28481.0	29510.0
PAS-DE-CALAIS	62	ES17Taux de pauvreté à 60%	%	18.9	19.5	18.5
PAS-DE-CALAIS	62	ES17Taux de pauvreté à 50%	%	9.8	10.0	10.0
PAS-DE-CALAIS	62	ES17Taux de pauvreté à 40%	%	3.2	3.2	3.4
PAYS DE LA LOIRE	52	ES17Moyenne du revenu disponible des ménages	Euros	31361.0	32026.0	33265.0
PAYS DE LA LOIRE	52	ES17Médiane du revenu disponible des ménages	Euros	26973.0	27615.0	28476.0
PAYS DE LA LOIRE	52	ES17Premier décile du revenu disponible des ménages	Euros	12299.0	12762.0	13137.0
PAYS DE LA LOIRE	52	ES17Neuvième décile du revenu disponible des ménages	Euros	53403.0	54157.0	56066.0
PAYS DE LA LOIRE	52	ES17Moyenne du niveau de vie des individus	Euros	19602.0	20110.0	21075.0
PAYS DE LA LOIRE	52	ES17Médiane du niveau de vie des individus	Euros	17200.0	17727.0	18639.0
PAYS DE LA LOIRE	52	ES17Premier décile du niveau de vie des individus	Euros	10292.0	10564.0	11196.0
PAYS DE LA LOIRE	52	ES17Neuvième décile du niveau de vie des individus	Euros	30181.0	30769.0	31851.0
PAYS DE LA LOIRE	52	ES17Taux de pauvreté à 60%	%	11.1	11.3	10.7
PAYS DE LA LOIRE	52	ES17Taux de pauvreté à 50%	%	5.3	5.4	5.3
PAYS DE LA LOIRE	52	ES17Taux de pauvreté à 40%	%	2.1	2.0	2.0
PICARDIE	22	ES17Moyenne du revenu disponible des ménages	Euros	32198.0	32868.0	34180.0
PICARDIE	22	ES17Médiane du revenu disponible des ménages	Euros	27551.0	28149.0	29039.0
PICARDIE	22	ES17Premier décile du revenu disponible des ménages	Euros	12671.0	13061.0	13359.0
PICARDIE	22	ES17Neuvième décile du revenu disponible des ménages	Euros	54944.0	55744.0	58020.0
PICARDIE	22	ES17Moyenne du niveau de vie des individus	Euros	19455.0	19971.0	20974.0
PICARDIE	22	ES17Médiane du niveau de vie des individus	Euros	17017.0	17515.0	18409.0
PICARDIE	22	ES17Premier décile du niveau de vie des individus	Euros	9629.0	9879.0	10379.0
PICARDIE	22	ES17Neuvième décile du niveau de vie des individus	Euros	30578.0	31250.0	32710.0
PICARDIE	22	ES17Taux de pauvreté à 60%	%	13.9	14.3	13.7
PICARDIE	22	ES17Taux de pauvreté à 50%	%	7.2	7.3	7.4
PICARDIE	22	ES17Taux de pauvreté à 40%	%	2.6	2.6	2.7
POITOU-CHARENTES	54	ES17Moyenne du revenu disponible des ménages	Euros	29965.0	30669.0	31949.0
POITOU-CHARENTES	54	ES17Médiane du revenu disponible des ménages	Euros	25445.0	26192.0	27013.0
POITOU-CHARENTES	54	ES17Premier décile du revenu disponible des ménages	Euros	11386.0	11946.0	12251.0
POITOU-CHARENTES	54	ES17Neuvième décile du revenu disponible des ménages	Euros	51725.0	52625.0	54669.0
POITOU-CHARENTES	54	ES17Moyenne du niveau de vie des individus	Euros	19248.0	19775.0	20795.0
POITOU-CHARENTES	54	ES17Médiane du niveau de vie des individus	Euros	16787.0	17343.0	18280.0
POITOU-CHARENTES	54	ES17Premier décile du niveau de vie des individus	Euros	9697.0	9978.0	10513.0
POITOU-CHARENTES	54	ES17Neuvième décile du niveau de vie des individus	Euros	30307.0	31026.0	32238.0
POITOU-CHARENTES	54	ES17Taux de pauvreté à 60%	%	13.7	13.9	13.2
POITOU-CHARENTES	54	ES17Taux de pauvreté à 50%	%	7.0	7.0	6.9
POITOU-CHARENTES	54	ES17Taux de pauvreté à 40%	%	2.9	2.7	2.7
PROVENCE-ALPES-COTE D AZUR	93	ES17Moyenne du revenu disponible des ménages	Euros	31476.0	32314.0	33662.0
PROVENCE-ALPES-COTE D AZUR	93	ES17Médiane du revenu disponible des ménages	Euros	25791.0	26539.0	27310.0
PROVENCE-ALPES-COTE D AZUR	93	ES17Premier décile du revenu disponible des ménages	Euros	11425.0	11899.0	12086.0
PROVENCE-ALPES-COTE D AZUR	93	ES17Neuvième décile du revenu disponible des ménages	Euros	56197.0	57216.0	59671.0
PROVENCE-ALPES-COTE D AZUR	93	ES17Moyenne du niveau de vie des individus	Euros	20146.0	20760.0	21817.0
PROVENCE-ALPES-COTE D AZUR	93	ES17Médiane du niveau de vie des individus	Euros	17282.0	17869.0	18697.0
PROVENCE-ALPES-COTE D AZUR	93	ES17Premier décile du niveau de vie des individus	Euros	9102.0	9395.0	9893.0
PROVENCE-ALPES-COTE D AZUR	93	ES17Neuvième décile du niveau de vie des individus	Euros	33004.0	33728.0	35502.0
PROVENCE-ALPES-COTE D AZUR	93	ES17Taux de pauvreté à 60%	%	15.5	15.8	15.4
PROVENCE-ALPES-COTE D AZUR	93	ES17Taux de pauvreté à 50%	%	9.1	9.0	8.9
PROVENCE-ALPES-COTE D AZUR	93	ES17Taux de pauvreté à 40%	%	3.9	3.7	3.7
PUY-DE-DOME	63	ES17Moyenne du revenu disponible des ménages	Euros	30858.0	31580.0	32565.0
PUY-DE-DOME	63	ES17Médiane du revenu disponible des ménages	Euros	26001.0	26658.0	27279.0
PUY-DE-DOME	63	ES17Premier décile du revenu disponible des ménages	Euros	11530.0	12084.0	12296.0
PUY-DE-DOME	63	ES17Neuvième décile du revenu disponible des ménages	Euros	53921.0	54727.0	56391.0
PUY-DE-DOME	63	ES17Moyenne du niveau de vie des individus	Euros	20107.0	20657.0	21503.0
PUY-DE-DOME	63	ES17Médiane du niveau de vie des individus	Euros	17573.0	18133.0	18872.0
PUY-DE-DOME	63	ES17Premier décile du niveau de vie des individus	Euros	9935.0	10203.0	10694.0
PUY-DE-DOME	63	ES17Neuvième décile du niveau de vie des individus	Euros	31925.0	32515.0	33702.0
PUY-DE-DOME	63	ES17Taux de pauvreté à 60%	%	12.4	12.7	12.3
PUY-DE-DOME	63	ES17Taux de pauvreté à 50%	%	6.5	6.6	6.6
PUY-DE-DOME	63	ES17Taux de pauvreté à 40%	%	2.7	2.5	2.6
PYRENEES-ATLANTIQUES	64	ES17Moyenne du revenu disponible des ménages	Euros	31641.0	32373.0	33561.0
PYRENEES-ATLANTIQUES	64	ES17Médiane du revenu disponible des ménages	Euros	26420.0	27129.0	27798.0
PYRENEES-ATLANTIQUES	64	ES17Premier décile du revenu disponible des ménages	Euros	11645.0	12163.0	12401.0
PYRENEES-ATLANTIQUES	64	ES17Neuvième décile du revenu disponible des ménages	Euros	55679.0	56537.0	58651.0
PYRENEES-ATLANTIQUES	64	ES17Moyenne du niveau de vie des individus	Euros	20385.0	20964.0	21947.0
PYRENEES-ATLANTIQUES	64	ES17Médiane du niveau de vie des individus	Euros	17581.0	18178.0	18971.0
PYRENEES-ATLANTIQUES	64	ES17Premier décile du niveau de vie des individus	Euros	10127.0	10427.0	10920.0
PYRENEES-ATLANTIQUES	64	ES17Neuvième décile du niveau de vie des individus	Euros	32558.0	33221.0	34709.0
PYRENEES-ATLANTIQUES	64	ES17Taux de pauvreté à 60%	%	11.6	11.8	11.5
PYRENEES-ATLANTIQUES	64	ES17Taux de pauvreté à 50%	%	6.1	6.1	6.0
PYRENEES-ATLANTIQUES	64	ES17Taux de pauvreté à 40%	%	2.6	2.4	2.4
PYRENEES-ORIENTALES	66	ES17Moyenne du revenu disponible des ménages	Euros	28008.0	28643.0	29704.0
PYRENEES-ORIENTALES	66	ES17Médiane du revenu disponible des ménages	Euros	23299.0	23947.0	24571.0
PYRENEES-ORIENTALES	66	ES17Premier décile du revenu disponible des ménages	Euros	10397.0	10811.0	10947.0
PYRENEES-ORIENTALES	66	ES17Neuvième décile du revenu disponible des ménages	Euros	49244.0	49991.0	51750.0
PYRENEES-ORIENTALES	66	ES17Moyenne du niveau de vie des individus	Euros	18357.0	18832.0	19722.0
PYRENEES-ORIENTALES	66	ES17Médiane du niveau de vie des individus	Euros	15857.0	16301.0	17154.0
PYRENEES-ORIENTALES	66	ES17Premier décile du niveau de vie des individus	Euros	8516.0	8776.0	9185.0
PYRENEES-ORIENTALES	66	ES17Neuvième décile du niveau de vie des individus	Euros	29657.0	30296.0	31467.0
PYRENEES-ORIENTALES	66	ES17Taux de pauvreté à 60%	%	19.2	19.8	19.1
PYRENEES-ORIENTALES	66	ES17Taux de pauvreté à 50%	%	11.1	11.2	11.1
PYRENEES-ORIENTALES	66	ES17Taux de pauvreté à 40%	%	4.7	4.4	4.4
RHONE	69	ES17Moyenne du revenu disponible des ménages	Euros	33892.0	34836.0	36219.0
RHONE	69	ES17Médiane du revenu disponible des ménages	Euros	27604.0	28370.0	29126.0
RHONE	69	ES17Premier décile du revenu disponible des ménages	Euros	12554.0	13084.0	13303.0
RHONE	69	ES17Neuvième décile du revenu disponible des ménages	Euros	60642.0	61730.0	64356.0
RHONE	69	ES17Moyenne du niveau de vie des individus	Euros	21563.0	22243.0	23285.0
RHONE	69	ES17Médiane du niveau de vie des individus	Euros	18512.0	19140.0	19861.0
RHONE	69	ES17Premier décile du niveau de vie des individus	Euros	10007.0	10336.0	10789.0
RHONE	69	ES17Neuvième décile du niveau de vie des individus	Euros	35203.0	36053.0	37780.0
RHONE	69	ES17Taux de pauvreté à 60%	%	11.9	12.0	12.0
RHONE	69	ES17Taux de pauvreté à 50%	%	6.5	6.4	6.5
RHONE	69	ES17Taux de pauvreté à 40%	%	2.5	2.5	2.6
RHONE-ALPES	82	ES17Moyenne du revenu disponible des ménages	Euros	33223.0	34067.0	35536.0
RHONE-ALPES	82	ES17Médiane du revenu disponible des ménages	Euros	27790.0	28511.0	29449.0
RHONE-ALPES	82	ES17Premier décile du revenu disponible des ménages	Euros	12434.0	12968.0	13260.0
RHONE-ALPES	82	ES17Neuvième décile du revenu disponible des ménages	Euros	58387.0	59353.0	62019.0
RHONE-ALPES	82	ES17Moyenne du niveau de vie des individus	Euros	20828.0	21455.0	22554.0
RHONE-ALPES	82	ES17Médiane du niveau de vie des individus	Euros	18043.0	18645.0	19495.0
RHONE-ALPES	82	ES17Premier décile du niveau de vie des individus	Euros	10132.0	10457.0	10982.0
RHONE-ALPES	82	ES17Neuvième décile du niveau de vie des individus	Euros	33362.0	34088.0	35880.0
RHONE-ALPES	82	ES17Taux de pauvreté à 60%	%	11.5	11.6	11.3
RHONE-ALPES	82	ES17Taux de pauvreté à 50%	%	6.2	6.1	6.0
RHONE-ALPES	82	ES17Taux de pauvreté à 40%	%	2.7	2.5	2.5
SAONE-ET-LOIRE	71	ES17Moyenne du revenu disponible des ménages	Euros	29723.0	30290.0	31406.0
SAONE-ET-LOIRE	71	ES17Médiane du revenu disponible des ménages	Euros	25238.0	25857.0	26548.0
SAONE-ET-LOIRE	71	ES17Premier décile du revenu disponible des ménages	Euros	11987.0	12406.0	12678.0
SAONE-ET-LOIRE	71	ES17Neuvième décile du revenu disponible des ménages	Euros	50913.0	51511.0	53268.0
SAONE-ET-LOIRE	71	ES17Moyenne du niveau de vie des individus	Euros	19041.0	19485.0	20407.0
SAONE-ET-LOIRE	71	ES17Médiane du niveau de vie des individus	Euros	16692.0	17177.0	18056.0
SAONE-ET-LOIRE	71	ES17Premier décile du niveau de vie des individus	Euros	9971.0	10184.0	10670.0
SAONE-ET-LOIRE	71	ES17Neuvième décile du niveau de vie des individus	Euros	29580.0	30138.0	31126.0
SAONE-ET-LOIRE	71	ES17Taux de pauvreté à 60%	%	12.6	13.1	12.7
SAONE-ET-LOIRE	71	ES17Taux de pauvreté à 50%	%	6.1	6.4	6.4
SAONE-ET-LOIRE	71	ES17Taux de pauvreté à 40%	%	2.5	2.5	2.5
SARTHE	72	ES17Moyenne du revenu disponible des ménages	Euros	30656.0	31286.0	32295.0
SARTHE	72	ES17Médiane du revenu disponible des ménages	Euros	26608.0	27182.0	27906.0
SARTHE	72	ES17Premier décile du revenu disponible des ménages	Euros	12366.0	12778.0	13077.0
SARTHE	72	ES17Neuvième décile du revenu disponible des ménages	Euros	51747.0	52500.0	54053.0
SARTHE	72	ES17Moyenne du niveau de vie des individus	Euros	19286.0	19774.0	20584.0
SARTHE	72	ES17Médiane du niveau de vie des individus	Euros	17115.0	17619.0	18446.0
SARTHE	72	ES17Premier décile du niveau de vie des individus	Euros	10163.0	10437.0	10996.0
SARTHE	72	ES17Neuvième décile du niveau de vie des individus	Euros	29487.0	30030.0	30843.0
SARTHE	72	ES17Taux de pauvreté à 60%	%	11.6	11.8	11.3
SARTHE	72	ES17Taux de pauvreté à 50%	%	5.8	5.8	5.9
SARTHE	72	ES17Taux de pauvreté à 40%	%	2.3	2.2	2.2
SAVOIE	73	ES17Moyenne du revenu disponible des ménages	Euros	32650.0	33457.0	34974.0
SAVOIE	73	ES17Médiane du revenu disponible des ménages	Euros	27716.0	28370.0	29427.0
SAVOIE	73	ES17Premier décile du revenu disponible des ménages	Euros	12582.0	12998.0	13378.0
SAVOIE	73	ES17Neuvième décile du revenu disponible des ménages	Euros	56455.0	57567.0	60058.0
SAVOIE	73	ES17Moyenne du niveau de vie des individus	Euros	20707.0	21308.0	22458.0
SAVOIE	73	ES17Médiane du niveau de vie des individus	Euros	18167.0	18729.0	19675.0
SAVOIE	73	ES17Premier décile du niveau de vie des individus	Euros	10657.0	10945.0	11563.0
SAVOIE	73	ES17Neuvième décile du niveau de vie des individus	Euros	32382.0	33078.0	34754.0
SAVOIE	73	ES17Taux de pauvreté à 60%	%	9.7	9.9	9.4
SAVOIE	73	ES17Taux de pauvreté à 50%	%	4.9	5.0	4.9
SAVOIE	73	ES17Taux de pauvreté à 40%	%	2.3	2.2	2.1
SEINE-ET-MARNE	77	ES17Moyenne du revenu disponible des ménages	Euros	37212.0	38027.0	39700.0
SEINE-ET-MARNE	77	ES17Médiane du revenu disponible des ménages	Euros	32844.0	33523.0	34810.0
SEINE-ET-MARNE	77	ES17Premier décile du revenu disponible des ménages	Euros	14498.0	14954.0	15295.0
SEINE-ET-MARNE	77	ES17Neuvième décile du revenu disponible des ménages	Euros	63121.0	64025.0	67063.0
SEINE-ET-MARNE	77	ES17Moyenne du niveau de vie des individus	Euros	21746.0	22347.0	23444.0
SEINE-ET-MARNE	77	ES17Médiane du niveau de vie des individus	Euros	19484.0	20072.0	20888.0
SEINE-ET-MARNE	77	ES17Premier décile du niveau de vie des individus	Euros	10834.0	11119.0	11705.0
SEINE-ET-MARNE	77	ES17Neuvième décile du niveau de vie des individus	Euros	33953.0	34606.0	36454.0
SEINE-ET-MARNE	77	ES17Taux de pauvreté à 60%	%	9.2	9.3	9.1
SEINE-ET-MARNE	77	ES17Taux de pauvreté à 50%	%	4.7	4.8	4.8
SEINE-ET-MARNE	77	ES17Taux de pauvreté à 40%	%	1.9	1.9	1.9
SEINE-MARITIME	76	ES17Moyenne du revenu disponible des ménages	Euros	31290.0	31984.0	33147.0
SEINE-MARITIME	76	ES17Médiane du revenu disponible des ménages	Euros	26500.0	27135.0	27862.0
SEINE-MARITIME	76	ES17Premier décile du revenu disponible des ménages	Euros	12226.0	12705.0	12915.0
SEINE-MARITIME	76	ES17Neuvième décile du revenu disponible des ménages	Euros	54153.0	54956.0	56861.0
SEINE-MARITIME	76	ES17Moyenne du niveau de vie des individus	Euros	19559.0	20095.0	21050.0
SEINE-MARITIME	76	ES17Médiane du niveau de vie des individus	Euros	17129.0	17679.0	18523.0
SEINE-MARITIME	76	ES17Premier décile du niveau de vie des individus	Euros	9699.0	9996.0	10499.0
SEINE-MARITIME	76	ES17Neuvième décile du niveau de vie des individus	Euros	30762.0	31389.0	32717.0
SEINE-MARITIME	76	ES17Taux de pauvreté à 60%	%	13.5	13.7	13.2
SEINE-MARITIME	76	ES17Taux de pauvreté à 50%	%	7.1	7.0	7.0
SEINE-MARITIME	76	ES17Taux de pauvreté à 40%	%	2.5	2.4	2.5
SEINE-SAINT-DENIS	93	ES17Moyenne du revenu disponible des ménages	Euros	31057.0	31695.0	32784.0
SEINE-SAINT-DENIS	93	ES17Médiane du revenu disponible des ménages	Euros	26134.0	26708.0	27461.0
SEINE-SAINT-DENIS	93	ES17Premier décile du revenu disponible des ménages	Euros	12449.0	12860.0	13088.0
SEINE-SAINT-DENIS	93	ES17Neuvième décile du revenu disponible des ménages	Euros	54783.0	55497.0	57536.0
SEINE-SAINT-DENIS	93	ES17Moyenne du niveau de vie des individus	Euros	18006.0	18449.0	19237.0
SEINE-SAINT-DENIS	93	ES17Médiane du niveau de vie des individus	Euros	15731.0	16070.0	16921.0
SEINE-SAINT-DENIS	93	ES17Premier décile du niveau de vie des individus	Euros	8236.0	8439.0	8784.0
SEINE-SAINT-DENIS	93	ES17Neuvième décile du niveau de vie des individus	Euros	29560.0	30280.0	31437.0
SEINE-SAINT-DENIS	93	ES17Taux de pauvreté à 60%	%	21.6	21.7	21.5
SEINE-SAINT-DENIS	93	ES17Taux de pauvreté à 50%	%	12.6	12.6	12.8
SEINE-SAINT-DENIS	93	ES17Taux de pauvreté à 40%	%	5.0	5.0	5.3
SOMME	80	ES17Moyenne du revenu disponible des ménages	Euros	30816.0	31416.0	32571.0
SOMME	80	ES17Médiane du revenu disponible des ménages	Euros	26247.0	26779.0	27550.0
SOMME	80	ES17Premier décile du revenu disponible des ménages	Euros	12060.0	12442.0	12685.0
SOMME	80	ES17Neuvième décile du revenu disponible des ménages	Euros	52727.0	53362.0	55240.0
SOMME	80	ES17Moyenne du niveau de vie des individus	Euros	18945.0	19421.0	20354.0
SOMME	80	ES17Médiane du niveau de vie des individus	Euros	16459.0	16930.0	17817.0
SOMME	80	ES17Premier décile du niveau de vie des individus	Euros	9357.0	9569.0	10057.0
SOMME	80	ES17Neuvième décile du niveau de vie des individus	Euros	29882.0	30464.0	31726.0
SOMME	80	ES17Taux de pauvreté à 60%	%	15.4	15.9	15.2
SOMME	80	ES17Taux de pauvreté à 50%	%	8.1	8.2	8.2
SOMME	80	ES17Taux de pauvreté à 40%	%	2.9	2.9	3.0
TARN	81	ES17Moyenne du revenu disponible des ménages	Euros	29759.0	30376.0	31617.0
TARN	81	ES17Médiane du revenu disponible des ménages	Euros	25174.0	25733.0	26608.0
TARN	81	ES17Premier décile du revenu disponible des ménages	Euros	11257.0	11664.0	11955.0
TARN	81	ES17Neuvième décile du revenu disponible des ménages	Euros	51760.0	52586.0	54621.0
TARN	81	ES17Moyenne du niveau de vie des individus	Euros	18892.0	19357.0	20339.0
TARN	81	ES17Médiane du niveau de vie des individus	Euros	16436.0	16912.0	17876.0
TARN	81	ES17Premier décile du niveau de vie des individus	Euros	9447.0	9621.0	10178.0
TARN	81	ES17Neuvième décile du niveau de vie des individus	Euros	30048.0	30601.0	31814.0
TARN	81	ES17Taux de pauvreté à 60%	%	14.8	15.4	14.6
TARN	81	ES17Taux de pauvreté à 50%	%	7.9	8.1	7.9
TARN	81	ES17Taux de pauvreté à 40%	%	3.5	3.4	3.3
TARN-ET-GARONNE	82	ES17Moyenne du revenu disponible des ménages	Euros	29399.0	30023.0	31375.0
TARN-ET-GARONNE	82	ES17Médiane du revenu disponible des ménages	Euros	25066.0	25767.0	26733.0
TARN-ET-GARONNE	82	ES17Premier décile du revenu disponible des ménages	Euros	10974.0	11419.0	11772.0
TARN-ET-GARONNE	82	ES17Neuvième décile du revenu disponible des ménages	Euros	50638.0	51451.0	53735.0
TARN-ET-GARONNE	82	ES17Moyenne du niveau de vie des individus	Euros	18415.0	18864.0	19869.0
TARN-ET-GARONNE	82	ES17Médiane du niveau de vie des individus	Euros	16181.0	16653.0	17633.0
TARN-ET-GARONNE	82	ES17Premier décile du niveau de vie des individus	Euros	9078.0	9343.0	9910.0
TARN-ET-GARONNE	82	ES17Neuvième décile du niveau de vie des individus	Euros	28853.0	29515.0	30730.0
TARN-ET-GARONNE	82	ES17Taux de pauvreté à 60%	%	16.4	17.0	16.1
TARN-ET-GARONNE	82	ES17Taux de pauvreté à 50%	%	9.1	9.1	8.7
TARN-ET-GARONNE	82	ES17Taux de pauvreté à 40%	%	4.2	3.8	3.6
